,Board Game Rank,Title,Year,Description,Geek Rating,Avg Rating,Num Voters,Num Players Min,Num Players Max,Best Num Players Min,Best Num Players Max,Playtime Min,Playtime Max,Player Min Age,Language Dependence,Weight,Category,Designer
4462,4463,Railway Rivals,1979,"Draw railroad routes over varied terrain, then race your trains against other!",5.728,6.71,389,2,6,3,3,90,90,10,No necessary in-game text,2.3333333333333335,Strategy  | Family ,David G. Watts
4463,4464,The Champion of the Wild,2018,Engage in hilarious Olympic tournaments with the most unlikely participants...,5.728,6.99,305,3,8,,,20,35,8,Some necessary text - easily memorized or small crib sheet,1.1000000000000001,Party ,Tom Clare
4464,4465,"Nightfighter Ace: Air Defense Over Germany, 1943-44",2018,Fly up to 5 categories of German Nightfighters in the skies over Europe.,5.728,8.30,198,1,2,1,1,120,180,0,Extensive use of text - massive conversion needed to be playable,2.2352941176470589,War ,Gregory M. Smith
4465,4466,The Hobbit: An Unexpected Journey Deck-Building Game,2014,Defeat lethal Archenemies and collect their loot on the journey to Lonely Mountain.,5.728,6.92,357,2,5,2,3,45,45,15,Moderate in-game text - needs crib sheet or paste ups,2.1666666666666665,,Erik V Larsen
4466,4467,Skylands,2018,,5.728,6.79,362,2,4,3,3,30,45,8,No necessary in-game text,2,,Shun Taguchi
4467,4468,Teenage Mutant Ninja Turtles Adventures: Change is Constant,2020,The Turtles band together as they brawl their way through their origin story.,5.728,8.52,188,1,5,4,4,45,150,14,Unplayable in another language,2.7777777777777777,,Daniel Lansdown
4468,4469,Master of Respect,2016,,5.728,7.19,257,3,5,5,5,60,60,12,No necessary in-game text,2.4444444444444446,,Kentaro Yazawa
4469,4470,Genesis: Empires and Kingdoms of the Ancient Middle East,2015,,5.728,7.19,251,1,5,4,4,450,600,12,Moderate in-game text - needs crib sheet or paste ups,3.04,War ,Richard H. Berg
4470,4471,Mosby's Raiders: Guerilla Warfare in the Civil War,1985,A solo game that puts you in charge of Mosby's partisan rangers during the Civil War.,5.728,6.58,456,1,1,1,1,120,120,12,Moderate in-game text - needs crib sheet or paste ups,2.5283018867924527,War ,Eric Lee Smith
4471,4472,Sola Fide: The Reformation,2016,"Players attempt to install Reformation in the Holy Roman Empire or try to prevent it,",5.728,6.46,497,2,2,2,2,45,45,12,Moderate in-game text - needs crib sheet or paste ups,2,,Christian Leonhard
4472,4473,Freight Train,1993,Arrange your cars in the yard for the best score.,5.728,6.40,519,2,5,4,4,90,90,10,No necessary in-game text,2.0344827586206895,Strategy  | Family ,Alan R. Moon
4473,4474,Chain of Command,2013,"Innovative miniatures rule set, giving you command of a WW2 platoon in action!",5.728,8.51,168,2,2,2,2,120,120,14,Some necessary text - easily memorized or small crib sheet,3.1818181818181817,War ,Richard Clarke
4474,4475,Wizard: Jubiläumsedition,2016,"The dragon, shapeshifter, and other special cards might foil your trick-taking plans.",5.728,7.69,203,3,6,4,4,45,45,10,No necessary in-game text,2,,Ken Fisher
4475,4476,Unanimo,1990,,5.728,6.91,313,3,8,6,8,30,30,10,Some necessary text - easily memorized or small crib sheet,1.2105263157894737,Party ,Theo Coster
4476,4477,Urbania,2012,"Build the new city upon the old, and forge ahead with progress.",5.728,6.47,496,2,5,,,45,45,10,No necessary in-game text,2.3488372093023258,Family ,Simone Luciani
4477,4478,Dungeon Time,2017,,5.727,6.59,483,1,5,3,4,10,60,8,No necessary in-game text,1.9090909090909092,,Carlo A. Rossi
4478,4479,"Wellington's Victory: Battle of Waterloo Game – June 18th, 1815",1976,,5.727,7.10,299,2,2,3,null,240,240,12,(no votes),4.1627906976744189,War ,Frank Davis
4479,4480,The Big Taboo,2006,,5.727,6.32,698,4,0,,,30,60,12,Unplayable in another language,1.5454545454545454,Party ,Brian Hersch
4480,4481,Skull King: Das Würfelspiel,2016,,5.727,6.72,382,3,6,,,30,30,8,No necessary in-game text,1.3333333333333333,,Manfred Reindl
4481,4482,Munchkin,2001,"Attack and loot in this humorous, card-based dungeon crawler.",5.727,5.90,42027,3,6,4,4,60,120,10,Extensive use of text - massive conversion needed to be playable,1.8026598026598026,Thematic,Steve Jackson (I)
4482,4483,Valor & Victory,2007,,5.727,7.74,224,2,2,2,2,60,60,12,Some necessary text - easily memorized or small crib sheet,2.5869565217391304,War ,Barry W. Doyle
4483,4484,Pikoko,2018,Splay your hand like peacock feathers and take tricks without seeing your hand!,5.727,6.68,398,3,5,3,5,30,30,10,No necessary in-game text,2.25,,Adam Porter
4484,4485,Camelot Legends,2004,"Arthurian legends embark on epic quests to Camelot, Cornwall, and the Perilous Forest",5.727,6.11,1194,2,4,3,3,60,60,10,Moderate in-game text - needs crib sheet or paste ups,2.335766423357664,Thematic,Andrew Parks
4485,4486,Tintas,2016,Collect all seven pieces of one color with a common pawn.,5.727,7.72,177,2,2,2,2,15,20,8,No necessary in-game text,1.1428571428571428,Abstract ,Dieter Stein
4486,4487,Hordes of the Things,1991,,5.726,7.28,253,2,6,2,2,45,45,12,No necessary in-game text,2.4864864864864864,War  | Thematic,Philip C. Barker
4487,4488,Crazy Kick,2006,,5.726,6.33,599,2,8,2,2,10,10,8,No necessary in-game text,1.0454545454545454,Party ,Reiner Stockhausen
4488,4489,Antarctica,2015,Take turns building structures in future Antarcica.,5.726,6.30,610,2,4,4,4,45,90,10,No necessary in-game text,2.7692307692307692,Strategy ,Charles Chevallier
4489,4490,Mercado,2018,Be smart with your money buying trinkets from vendors and come out on top.,5.726,6.60,459,2,4,4,4,30,30,10,No necessary in-game text,1.8999999999999999,,R\u00fcdiger Dorn
4490,4491,Sine Tempore,2018,,5.726,7.75,345,1,4,4,4,20,60,14,(no votes),3.5833333333333335,,Luca Bernardini
4491,4492,Catan: Traveler – Compact Edition,2015,Collect and trade resources to build up the island of Catan in this portable version.,5.726,7.09,309,2,4,3,3,75,75,10,Some necessary text - easily memorized or small crib sheet,2.1428571428571428,,Klaus Teuber
4492,4493,Star Trek: The Dice Game,2016,,5.726,7.79,223,1,1,1,1,45,90,12,Some necessary text - easily memorized or small crib sheet,1.6666666666666667,,Carl White
4493,4494,Hemloch,2011,Mysterious forces clash in dark alleys as a new dawn rises over the city of Hemloch.,5.726,6.81,334,2,2,2,2,30,30,0,Moderate in-game text - needs crib sheet or paste ups,2,,John Clowdus
4494,4495,Magic Maze on Mars,2019,"Co-operate to whiz resources along pathways, build stations, and save spacemen.",5.726,7.13,275,1,6,3,4,15,15,7,No necessary in-game text,2.1666666666666665,,Kasper Lapp
4495,4496,Xanadú,2012,Become the Khan's favorite architect by building and selling cards.,5.726,6.50,491,2,6,,,40,70,13,No necessary in-game text,2.2068965517241379,Strategy ,Javier Vel\u00e1squez
4496,4497,Smiths of Winterforge,2018,Forge the most impressive wares in the realm... with lots of dice.,5.726,6.92,326,1,6,4,4,20,120,14,Some necessary text - easily memorized or small crib sheet,2.3333333333333335,,Jennah Grimsey
4497,4498,Tungaru,2020,Roam the islands of Tungaru using dice placement to settle and spread your culture.,5.726,7.25,241,2,5,,,45,90,14,No necessary in-game text,3,,Louis Malz
4498,4499,Thunderbolt/Apache Leader,1991,Lead teams of helicopters and ground attack aircraft through challenging missions!,5.726,7.20,255,1,1,1,1,15,300,12,Extensive use of text - massive conversion needed to be playable,2.5806451612903225,War ,Dan Verssen
4499,4500,Make 'n' Break,2004,,5.726,6.07,1102,2,4,,,30,30,8,No necessary in-game text,1.264367816091954,Party  | Family ,Jack Lawson
4500,4501,Harry Potter Trading Card Game,2001,,5.726,6.16,1034,2,2,2,2,20,20,9,Extensive use of text - massive conversion needed to be playable,1.9620253164556962,Customizable,Skaff Elias
4501,4502,Amun-Re: The Card Game,2017,"The game lasts three Kingdoms, during which you will acquire then develop provinces.",5.726,6.80,394,2,5,3,3,45,45,14,No necessary in-game text,2.4761904761904763,Strategy ,Reiner Knizia
4502,4503,Disc Duelers,2013,,5.726,6.68,364,2,21,,,45,45,10,Some necessary text - easily memorized or small crib sheet,1.3333333333333333,,"D. Brad Talton, Jr."
4503,4504,TOKYO TSUKIJI MARKET,2020,Catch various seafood and sell them in this player-driven economy game.,5.726,7.45,204,2,6,4,5,45,160,14,(no votes),3.1666666666666665,,Jordan Draper
4504,4505,Penny Papers Adventures: The Valley of Wiraqocha,2018,,5.725,6.57,428,1,99,4,4,20,20,9,No necessary in-game text,2,,Henri Kermarrec
4505,4506,Tide of Iron: Next Wave,2014,,5.725,8.08,170,2,4,2,2,60,240,14,Some necessary text - easily memorized or small crib sheet,3.5333333333333332,War ,John Goodenough
4506,4507,The Very Clever Pipe Game,1996,,5.725,6.21,819,2,4,2,2,20,20,10,No necessary in-game text,1.5874999999999999,Abstract ,James Ernest
4507,4508,Lock 'n Load: Heroes of the Blitzkrieg,2009,,5.725,7.92,190,2,2,2,2,30,30,12,Moderate in-game text - needs crib sheet or paste ups,3.074074074074074,War ,Olivier Revenu
4508,4509,Tri-Pack: Men of Iron Battles,2020,,5.725,8.40,151,1,2,2,2,60,180,12,Moderate in-game text - needs crib sheet or paste ups,3.0666666666666669,War ,Richard H. Berg
4509,4510,Samurai Battles,2012,,5.725,7.38,242,2,2,2,2,60,60,10,Moderate in-game text - needs crib sheet or paste ups,2.9199999999999999,War ,Richard Borg
4510,4511,Elfenroads,1992,,5.725,7.06,294,2,6,3,4,120,120,10,No necessary in-game text,2.5,Strategy ,Alan R. Moon
4511,4512,Uncharted: The Board Game,2012,,5.725,6.46,537,1,4,4,4,45,45,13,Moderate in-game text - needs crib sheet or paste ups,2.3125,Strategy ,Hayato Kisaragi
4512,4513,Boomerang,2010,,5.725,6.45,522,3,5,,,30,30,8,No necessary in-game text,1.5,,Dominique Ehrhard
4513,4514,Draco Magi,2014,Play dragons to claim locations using well-timed ranged and melee  attacks.,5.725,6.33,727,2,2,2,2,30,30,12,Some necessary text - easily memorized or small crib sheet,2.0588235294117645,,Robert Burke
4514,4515,Dungeon Draft,2017,,5.725,7.11,279,2,5,4,4,30,45,8,Some necessary text - easily memorized or small crib sheet,1.8181818181818181,,Justin Gary
4515,4516,Daimyo: Rebirth of the Empire,2021,"On the ruins of a civilization, the new Daimyos work on the rebirth of the empire!",5.725,8.07,185,1,4,4,4,60,90,14,Moderate in-game text - needs crib sheet or paste ups,3.0625,,J\u00e9r\u00e9my Ducret
4516,4517,U-Boat Leader,2011,Will your next contact be a fast convoy of tankers? Or a Royal Navy squadron...,5.725,7.00,327,1,1,1,1,90,90,12,Moderate in-game text - needs crib sheet or paste ups,2.5294117647058822,War ,Dave Schueler
4517,4518,Harvest Island,2017,Immerse yourself in a land of growing tropical fruits and charming critters.,5.725,7.00,294,2,4,2,2,30,40,8,No necessary in-game text,1.5555555555555556,Family ,Chih-Fan Chen
4518,4519,Warlord: Saga of the Storm,2001,The game you already know how to play! Brings d20 roleplaying to a CCG.,5.725,6.83,395,2,4,2,2,10,10,10,Extensive use of text - massive conversion needed to be playable,2.7073170731707319,Customizable,Oliver Schaaf
4519,4520,Water Lily,2010,,5.725,6.57,419,2,4,3,4,20,20,7,No necessary in-game text,1.2857142857142858,Abstract  | Family ,Dominique Ehrhard
4520,4521,Hannin Wa Odoru,2013,"You are a detective trying to find out the criminal, unless he jumps to yourself...",5.725,6.51,492,3,8,5,5,10,10,8,Some necessary text - easily memorized or small crib sheet,1.1714285714285715,Party ,Pesu Nabeno
4521,4522,Heul doch! Mau Mau,2019,,5.725,6.73,353,3,6,3,3,15,25,8,(no votes),1.2,,Leo Colovini
4522,4523,Rolling Realms,2020,"Roll two dice, cross off the numbers on your sheet and rule the realms!",5.724,7.00,295,1,99,1,8,20,30,8,Some necessary text - easily memorized or small crib sheet,1.6875,,Jamey Stegmaier
4523,4524,Foodies,2019,,5.724,6.57,432,2,5,3,4,20,30,14,No necessary in-game text,1.5555555555555556,,Ken Gruhl
4524,4525,Six Making,2013,,5.724,7.66,231,2,2,2,2,25,25,12,No necessary in-game text,1.8235294117647058,Abstract ,J\u00f3zsef Dorsonczky
4525,4526,Napoléon 1806,2017,,5.724,7.96,189,2,2,2,2,60,120,10,Moderate in-game text - needs crib sheet or paste ups,2.5714285714285716,War ,Denis Sauvage
4526,4527,Gloria Mundi,2006,,5.724,6.07,1088,2,6,,,60,60,10,No necessary in-game text,2.6148648648648649,Strategy ,James Ernest
4527,4528,1942 USS Yorktown,2019,Find the enemy aircraft carrier before he finds yours !!,5.724,7.05,295,1,4,4,4,30,45,12,No necessary in-game text,2.4444444444444446,War  | Thematic,Esteban Fernandez
4528,4529,Gobbit,2012,,5.724,6.49,544,2,8,5,5,10,20,6,No necessary in-game text,1.3200000000000001,Party ,Jean-Baptiste Fremaux
4529,4530,Pixel Tactics 5,2015,,5.724,7.22,247,2,2,2,2,45,45,12,Extensive use of text - massive conversion needed to be playable,2.5,,"D. Brad Talton, Jr."
4530,4531,War Galley,1999,Five hundred years of Mediterranean galley warfare.,5.724,7.05,282,2,2,2,2,360,360,14,Some necessary text - easily memorized or small crib sheet,3.1276595744680851,War ,Richard H. Berg
4531,4532,Monster Expedition,2020,Use dice and the skills of already captured monsters to increase your collection.,5.724,7.11,328,1,4,1,3,30,30,12,No necessary in-game text,2.1785714285714284,,Alexander Pfister
4532,4533,Agent Decker,2015,Learn the ropes as a rookie spy in your first mission in this solo deckbuilding game!,5.724,7.12,326,1,1,1,1,20,90,10,Some necessary text - easily memorized or small crib sheet,1.8333333333333333,Thematic,Manuel Correia
4533,4534,CIV: Carta Impera Victoria,2018,A fast-playing card game in which players try to develop a dominant civilization.,5.724,6.25,775,2,4,,,20,40,8,No necessary in-game text,2.0454545454545454,,R\u00e9mi Amy
4534,4535,Monkeys on the Moon,2002,,5.724,6.20,750,2,4,3,4,60,60,10,Some necessary text - easily memorized or small crib sheet,2.1153846153846154,Family ,Jim Doherty
4535,4536,The Walking Dead: No Sanctuary,2018,,5.724,6.87,345,1,4,3,4,45,120,15,Extensive use of text - massive conversion needed to be playable,3,,Adam Sadler
4536,4537,Sakura,2018,,5.724,6.56,445,2,6,4,5,20,40,10,No necessary in-game text,1.25,Family ,Reiner Knizia
4537,4538,M.U.L.E. The Board Game,2015,,5.724,6.57,460,3,4,4,4,90,120,14,Moderate in-game text - needs crib sheet or paste ups,2.6400000000000001,,Heikki Harju
4538,4539,Skyline,2012,Construct skyscrapers one die at a time. You select the dice. You shape the skyline.,5.723,5.99,1388,1,4,2,3,10,20,10,No necessary in-game text,1.2844036697247707,Family ,David Short
4539,4540,Deadzone,Second Edition,,5.723,8.21,183,2,2,2,2,30,60,12,Moderate in-game text - needs crib sheet or paste ups,2.5,,Jonathan Peletis
4540,4541,Fire in the Library,2019,,5.723,6.75,398,1,6,3,3,15,30,8,Some necessary text - easily memorized or small crib sheet,1.4166666666666667,,Tony Miller
4541,4542,Orcs Orcs Orcs,2014,"Build your spellbook to zap, freeze and burn orcs better than your opponents.",5.723,6.38,569,2,4,,,45,45,13,No necessary in-game text,2,,Frank Thyben
4542,4543,Spellbound,2012,Cooperate with other mages to bring down the evil witch Baba Yaga.,5.723,6.80,324,1,4,3,3,60,60,10,Moderate in-game text - needs crib sheet or paste ups,2.6153846153846154,,Gordon Lamont
4543,4544,The Metagame,2011,,5.723,6.66,513,2,50,5,11,10,10,17,Moderate in-game text - needs crib sheet or paste ups,1.6000000000000001,,Colleen Macklin
4544,4545,Dungeon Rush,2016,Slap the monsters with bare hands and be quicker than your opponents.,5.723,6.35,578,2,5,3,4,13,19,8,(no votes),1.2222222222222223,,Rustan H\u00e5kansson
4545,4546,The Ironclads: A Tactical Level Game of Naval Combat in the American Civil War 1861-1865,1979,Very realistic American Civil War naval game in the Age of Armor and Steam.,5.722,7.32,256,1,8,2,2,120,120,12,Moderate in-game text - needs crib sheet or paste ups,3.5142857142857142,War ,John W. Fuseler
4546,4547,Succulent,2020,"Use your green thumb to tend, prune and grow the most beautiful succulent garden!",5.722,7.10,259,2,4,2,2,45,60,10,Some necessary text - easily memorized or small crib sheet,2.2999999999999998,,J. Alex Kevern
4547,4548,Magic Maze Kids,2018,Collectively guide heros to collect potion ingredients to save the unfortunate king.,5.722,6.88,319,2,4,4,4,15,25,5,No necessary in-game text,1.625,Children's ,Kasper Lapp
4548,4549,1825 Unit 2,2000,,5.722,7.51,192,2,4,3,4,180,180,12,No necessary in-game text,3.5,Strategy ,Francis Tresham
4549,4550,La Bataille de la Moscowa,Third Edition,,5.722,8.57,145,2,8,2,2,1000,1000,16,Moderate in-game text - needs crib sheet or paste ups,4.2352941176470589,War ,Terry Doherty
4550,4551,Lady Alice,2012,,5.722,6.32,591,3,5,4,4,30,30,8,No necessary in-game text,1.9722222222222223,Strategy  | Family ,Ludovic Gaillard
4551,4552,Dominant Species: The Card Game,2012,,5.722,5.99,1332,2,6,4,4,60,60,13,Some necessary text - easily memorized or small crib sheet,1.9058823529411764,Strategy  | Family ,Chad Jensen
4552,4553,Floor Plan,2020,Architects race to create the perfect floor plan. Can you make the clients happy?,5.722,6.80,343,1,100,3,3,20,40,8,(no votes),1.8333333333333333,,Marek Tupy
4553,4554,Ascension: Delirium,2018,Gamble on hallucinations and hysteria to wield the power of the Dreamborn.,5.722,7.92,168,1,4,2,2,30,30,13,Moderate in-game text - needs crib sheet or paste ups,2,,Justin Gary
4554,4555,Assembly,2016,,5.722,7.23,245,1,4,2,2,10,20,8,Some necessary text - easily memorized or small crib sheet,1.1818181818181819,,Janice Turner
4555,4556,Eschaton,2016,Become the greatest cult right before Armageddon.,5.721,7.29,261,2,6,4,4,60,180,0,(no votes),2.6666666666666665,,Diha
4556,4557,King of 12,2020,,5.721,7.09,288,2,4,4,4,20,40,10,(no votes),1.4285714285714286,,Rita Modl
4557,4558,Nemeton,2018,"Raise the curse and save the forest by exploring, gathering, and making potions.",5.721,7.27,319,2,4,2,3,75,75,12,No necessary in-game text,2.4736842105263159,,Johann Favazzo
4558,4559,Cluzzle,2004,,5.721,6.28,635,3,6,5,6,45,45,8,Extensive use of text - massive conversion needed to be playable,1.1549295774647887,Party ,Dominic Crapuchettes
4559,4560,Hex Hex XL,2010,,5.721,6.75,365,3,6,5,5,20,20,14,Some necessary text - easily memorized or small crib sheet,1.72,,Justin Brunetto
4560,4561,Spurs: A Tale in the Old West,2014,"Make a name for yourself in the Old West, breaking the law or hunting those who do!",5.721,6.96,299,3,5,3,4,90,90,13,Extensive use of text - massive conversion needed to be playable,2.5625,Thematic,Sean Brown
4561,4562,Epic Spell Wars of the Battle Wizards: Melee at Murdershroom Marsh,2017,,5.721,6.66,446,2,6,,,30,30,15,(no votes),1.6000000000000001,,Matt Hyra
4562,4563,Skyward,2017,Launch buildings to build a city in the sky.,5.721,6.63,426,2,4,2,2,30,45,12,Moderate in-game text - needs crib sheet or paste ups,1.9285714285714286,,Brendan Evans
4563,4564,Mammut,2011,"Divide the spoils of the hunt, grab the best portion.",5.721,6.25,642,2,5,4,5,30,30,8,No necessary in-game text,1.825,Family ,Kristian Amundsen \u00d8stby
4564,4565,Familienbande,2004,,5.721,6.32,592,2,4,2,2,20,20,8,No necessary in-game text,1.6515151515151516,Strategy  | Family ,Leo Colovini
4565,4566,Mage Knight,2000,,5.721,6.15,944,2,4,2,2,60,60,10,Some necessary text - easily memorized or small crib sheet,2.3563218390804597,Customizable,Kevin Barrett
4566,4567,Space Infantry,2011,,5.721,6.90,321,1,2,1,1,20,60,0,Moderate in-game text - needs crib sheet or paste ups,2.1860465116279069,War ,Gottardo Zancani
4567,4568,Eastern Front: A Panzer Grenadier Game,2005,,5.721,7.03,294,2,2,2,2,120,120,12,Moderate in-game text - needs crib sheet or paste ups,2.8125,War ,Michael Bennighof
4568,4569,"Barbarossa: Army Group South, 1941",1996,,5.721,7.98,173,1,4,,,240,240,12,(no votes),4.15625,War ,Vance von Borries
4569,4570,Mmm!,2015,The cat is on his way to the kitchen! Can the mice get all the food in time?,5.721,6.43,507,1,6,,,15,20,5,No necessary in-game text,1.3333333333333333,Children's  | Family ,Reiner Knizia
4570,4571,Dragon Rampage,2012,,5.721,6.43,511,3,5,4,4,90,120,13,Moderate in-game text - needs crib sheet or paste ups,2.0925925925925926,Thematic,Richard Launius
4571,4572,Lazer Ryderz,2017,Play the famous light-cycle scene from Tron in this 80's retro-inspired game!,5.721,6.40,575,2,4,3,3,30,60,12,Some necessary text - easily memorized or small crib sheet,1.3999999999999999,,Anthony Amato
4572,4573,Powerships,2018,,5.721,6.98,275,2,7,5,5,20,30,10,No necessary in-game text,1.8,,Corn\u00e9 van Moorsel
4573,4574,Apocalypse Chaos,2015,,5.721,6.61,418,1,4,1,1,60,60,13,No necessary in-game text,2.7894736842105261,Strategy ,Florian Fay
4574,4575,Down in Flames: Aces High,2008,,5.720,7.02,287,2,6,2,2,45,45,0,Some necessary text - easily memorized or small crib sheet,2.1276595744680851,War ,Dan Verssen
4575,4576,The Hobbit,2010,Guide Bilbo and the dwarves to Smaug's lair before he can destroy Lake-town.,5.720,6.00,1763,2,5,3,4,30,45,8,Moderate in-game text - needs crib sheet or paste ups,1.7557251908396947,Family ,Reiner Knizia
4576,4577,Turbo Taxi,2000,,5.720,6.06,1086,2,4,2,2,30,30,8,No necessary in-game text,1.4750000000000001,Family ,Friedemann Friese
4577,4578,Comanauts,2019,Enter Martin's mind to discover his inner demon and free him from his coma.,5.720,6.60,448,2,4,,,90,120,14,Extensive use of text - massive conversion needed to be playable,2.7000000000000002,Thematic,Jerry Hawthorne
4578,4579,Four Dragons,2000,,5.720,6.57,421,3,4,4,4,30,30,12,No necessary in-game text,2.3555555555555556,Abstract  | Strategy ,Frank Branham
4579,4580,Devil's Horsemen,2004,,5.720,7.38,225,2,2,2,2,240,240,12,Some necessary text - easily memorized or small crib sheet,3.5384615384615383,War ,Richard H. Berg
4580,4581,Disney: The Haunted Mansion – Call of the Spirits Game,2020,Roam The Haunted Mansion's Endless Hallway in order to collect happy haunts.,5.720,7.44,254,2,6,4,4,30,30,9,Moderate in-game text - needs crib sheet or paste ups,1.8333333333333333,,Prospero Hall
4581,4582,No Retreat! Italian Front: 1943-45,2015,,5.720,7.55,204,2,3,2,2,180,780,14,Moderate in-game text - needs crib sheet or paste ups,3.896551724137931,War ,Carl Paradis
4582,4583,Dragon Farkle,2015,"Dice, companions, and a dragon, oh my...",5.720,6.43,539,2,5,4,4,30,30,13,Moderate in-game text - needs crib sheet or paste ups,1.5714285714285714,Party  | Family ,Robert J. Hudecek
4583,4584,Die Pyramiden des Jaguar,2002,,5.720,6.09,891,2,2,2,2,45,45,10,No necessary in-game text,1.7244897959183674,Family ,G\u00fcnter Burkhardt
4584,4585,"Warhammer 40,000: Assault On Black Reach",2008,,5.720,6.98,293,2,0,,,240,240,0,Extensive use of text - massive conversion needed to be playable,3.125,War ,Alessio Cavatore
4585,4586,Gwent: Monsters and Scoia'tael,2015,,5.720,6.56,568,2,2,2,2,5,30,14,Some necessary text - easily memorized or small crib sheet,1.6875,,Damien Monnier
4586,4587,Sunken City,2004,,5.720,6.16,850,2,4,4,4,45,45,8,No necessary in-game text,1.9898989898989898,Strategy  | Family ,Michael Kiesling
4587,4588,Oaxaca: Crafts of a Culture,2018,Develop your small workshop to make big business at the market.,5.719,7.10,268,1,4,3,3,20,40,10,(no votes),2,,Sarah Reed
4588,4589,Bohn to Be Wild!,2012,,5.719,6.68,358,1,7,2,2,60,60,12,No necessary in-game text,1.78125,Family ,Uwe Rosenberg
4589,4590,Buy Low Sell High,1996,Get rich manipulating the market as you buy and sell stocks.,5.719,6.14,862,2,4,3,3,60,60,12,No necessary in-game text,1.9907407407407407,Strategy  | Family ,Reiner Knizia
4590,4591,"Red Star Rising: The War in Russia, 1941-1944",2007,,5.719,7.54,218,2,2,2,2,1200,1200,12,Some necessary text - easily memorized or small crib sheet,3.3409090909090908,War ,Adam Starkweather
4591,4592,Ace of Aces: Flying Machines,1983,,5.719,7.01,287,2,2,2,2,20,20,12,No necessary in-game text,1.7222222222222223,War ,Alfred Leonardi
4592,4593,Bunny Bunny Moose Moose,2009,Disguise yourself as a bunny or moose to avoid the deadly aim of the hunter.,5.719,6.08,979,3,6,5,6,20,20,9,No necessary in-game text,1.5272727272727273,Party ,Vlaada Chv\u00e1til
4593,4594,Ars Alchimia,2014,,5.719,6.76,332,2,4,4,4,100,100,10,Moderate in-game text - needs crib sheet or paste ups,2.3333333333333335,,Kuro
4594,4595,Looterz,2016,"Get the best party and the most money, while destroying the party of your opponents.",5.719,6.60,476,2,6,,,15,30,10,Some necessary text - easily memorized or small crib sheet,1.2352941176470589,,Fel Barros
4595,4596,Feudal,1967,"Chess-like moves enhanced by plastic medieval warriors, terrain, and a freer setup.",5.719,6.05,1403,2,6,2,2,90,90,10,No necessary in-game text,2.2999999999999998,Abstract ,Fred Buestchler
4596,4597,Wayfinders,2019,"Fly airplanes around, exploring island tiles, gathering resources for a big turn.",5.719,6.62,405,2,4,3,3,25,45,10,No necessary in-game text,2.1111111111111112,,Thomas Dagenais-Lesp\u00e9rance
4597,4598,Santy Anno,2006,,5.719,6.33,563,3,8,6,8,30,30,10,No necessary in-game text,1.4912280701754386,Party ,Alain Orban
4598,4599,Stew,2018,"A tasty medley of press your luck, deduction & bluffing.",5.719,6.79,354,2,4,2,2,10,20,10,Some necessary text - easily memorized or small crib sheet,1.25,Party  | Family ,Jason Glover
4599,4600,Hearts and Minds: Vietnam 1965-1975,Third Edition,,5.719,7.93,171,1,2,2,2,45,360,15,Extensive use of text - massive conversion needed to be playable,3.25,War ,John Poniske
4600,4601,King Chocolate,2015,Control cocoa production chains to make the most money and become King Chocolate.,5.718,6.60,379,2,5,4,4,30,60,10,No necessary in-game text,2.3529411764705883,Abstract  | Strategy ,Stefan Alexander
4601,4602,Briefcase,2012,,5.718,6.32,606,2,4,3,4,45,60,12,No necessary in-game text,2.5106382978723403,Strategy ,Nikolas Sakaloglou
4602,4603,"Gulf, Mobile & Ohio",2008,,5.718,6.94,270,3,5,4,4,45,60,0,No necessary in-game text,2.9333333333333331,Strategy ,John Bohrer
4603,4604,Age of Gods,2004,,5.718,6.32,721,3,6,5,5,90,90,12,Moderate in-game text - needs crib sheet or paste ups,2.3048780487804876,Thematic | Strategy ,Croc
4604,4605,Enemy in Sight,1988,,5.718,6.24,656,2,8,3,4,120,120,10,Some necessary text - easily memorized or small crib sheet,1.7027027027027026,War ,Neal Schlaffer
4605,4606,Die fiesen 7,2015,"Share the loot between 7 gangsters, but don't you make a mistake!",5.718,6.52,510,2,6,5,5,15,25,8,No necessary in-game text,1.1111111111111112,,Jacques Zeimet
4606,4607,Mistborn: House War,2017,Lead and negotiate with Great Noble Houses. Highest OR lowest score could win.,5.718,6.96,328,3,5,4,4,60,120,13,Extensive use of text - massive conversion needed to be playable,2.7777777777777777,,Kevin Wilson
4607,4608,Yahtzee Free for All,2008,,5.718,6.27,644,2,6,4,4,20,20,8,Some necessary text - easily memorized or small crib sheet,1.2280701754385965,Family ,Richard Borg
4608,4609,"All Bridges Burning: Red Revolt and White Guard in Finland, 1917-1918",2020,,5.718,7.92,166,1,3,3,3,180,360,12,Moderate in-game text - needs crib sheet or paste ups,3.3571428571428572,War ,VPJ Arponen
4609,4610,New Haven,2013,Build shared resources with any eye on keeping the most for your own buildings.,5.717,6.51,438,2,4,2,3,60,60,12,No necessary in-game text,2.064516129032258,Strategy  | Family ,Brian Leet
4610,4611,Purrrlock Holmes: Furriarty's Trail,2017,,5.717,6.57,441,2,5,4,4,20,30,10,(no votes),1.6363636363636365,Family ,Stephen Sauer
4611,4612,13 Dead End Drive,1993,Only one will inherit Aunt Agatha's fortune...will it be you?,5.717,6.00,1969,2,4,3,4,45,45,9,No necessary in-game text,1.403361344537815,Children's  | Family ,Michael Marra
